Product Name,Brand,Category,Sub Category,Rating,rev
Bio Gold Eye Power Illuminator,Bio-essence,Eye Care,eye-serum,4.6,"Produk yang satu ini dari bio essence bener bener bgss dan cocok di muka ku, memang harus pemakaian rutin baru kelihatan hasilnya. Setelah aku memakai dengan rutin bawah mata ku lebih cerah. Bakalan beli lagi sih ini:)"
Bulgarian Rose Hydrogel Eyepatch,HEIMISH,Eye Care,eye-mask,4.4,"Bagus, menenangkan walaupun ada rasa pedes gitu. Walaupun belum tidur seminggu tetep keliatan seger kalo malemnya pake ini. Orang bakal pikir kita bosen aja kalo nguap terus. Harga diskonnya ok. Tapi full pricenya kami ga mampu."
Ginseng Eye Cream,I'm From,Eye Care,eye-cream,4,"Cocok banget di bkuliat aku, jadibtambah lembab di kulit sama terasa lebih kenyal di kulit, karna kulit ku sensitif jadi aku gag merasakan produk ini bikin kulit aku sensitif"
Licorice pH Balancing Intensive Eye Cream,Acwell,Eye Care,eye-cream,4.6,"Eye cream ini diklaim untuk mencerahkan lingkaran hitam serta membantu mengencangkan dan menyamarkan tanda tanda penuaan,Dari segi pacakgingnya eye cream ini dikemas dalam bentuk tube yang menurut aku bagus banget , keliatan mahal dan elegant. Formulanya ga berat ya, ringan tapi intense untuk ngasih kelembapan di area mata.untuk texturenya sendiri eyecream ini berbentuk cream, tidak berbau, dan after pakenya itu gak lengket."
Keratin x Biotin Lash and Brow Booster,The Aubree,Eye Care,eyelash-serum,4.4,BULU MATA AKU TIBA TIBA TEBEL DAN PANJANG LAGI GILAAA!! Bagus bgt ini.. aku ud sering pake banyak eyelash serum tp ini yg palinggg baguss dan it works effectively di aku…
Scarlett Whitening Age Delay -  Deep Hydration Firming Eye Serum,Scarlett Whitening,Eye Care,eye-serum,4.7,"bentuknya seperti gel yang mudah menyerap, bikin lembut area mata jadi tidak kering. lumayan memudar mata pandanya, kalau untuk garis halus mungkin harus lebih sering memakainya."
Marigold Eyemazing Power Serum Concentrate,NPure,Eye Care,eye-serum,4.6,"jujur woiiii bikin mata seger, lembab, dan membuat bekas mata panda memudar... ini worth it bngt sih harga juga terjangkau.. kalian harus coba..?jgn lupa simpan di kulkas yah agar aplikator nya dingin"
Snail Bee Ultimate Hydrogel Eye Patch,Benton,Eye Care,eye-mask,4.4,"iseng beli ini karena pengen manjain daerah mata sesekali dan enak aja dingin-dingin.. di aku cuman dapat lembab dan segernya aja ya, tpi kalau utk cerahin atau apa ga gimana kerasa, mungkin perlu rutin bgt dan harus makan waktu, but still recommended untuk yang skedar mau beli eye patch mata biar segerr dan lembab"
Triple Roller 2.5% Hyaluron + Caffeine Eye Serum,Loreal Paris,Eye Care,eye-serum,4.7,lucu banget ada rollernya. cuma di aku dia jadi bikin sedikit beruntusan. enaknya sih emang lembab banget banget. lumayan lama nyerepnya. rollernya kirain bakal berputar 360 derajat tapi ternyata nggak. enak kalo ditaro dikulkas jadi rollernya tuh dingin pas dipake.
Eye Cream,Whitelab,Eye Care,eye-cream,4.6,"Bagoooos banget gildak! Ini udah repurchase ke-2 karena mursidaaah tapi baguuus wkwkwk Pokonya sukak banget sama produk ini. Trus sedikit wangi, jadi suka banget hehe"
Eyeluminate Firming Serum C White,Azarine,Eye Care,eye-serum,4.6,"eye cream ini claimnya brightening and firming, tapi aku belum merasakan hasil yang gimana gitu. yang aku rasain under eye aku lebih lembab dan alus aja. untuk ngurangin fine line dan dark cicrle kayanya kurang deh. untuk yang under eyenya sensitif ini bisa nimbulin syringoma, soalnya under eye aku jadi ada syringomanya, padahal under eye aku kering:( teksturnya sendiri gel agak cair rada transparan gitu. wanginya juga ngga ganggu samsek. isinya lumayan banyak (15ml) jadi bisa dipake 3-5 bulanan. repurchase? hmmm kayanya mikir-mikir dulu deh hehe"
Advanced Snail Peptide Eye Cream,COSRX,Eye Care,eye-cream,4.5,"Beli ini karena pingin nyobain eye cream yang lebih ""serius"" gitu kelihatannya, biasanya aku beli yang ringan-ringan aja gitu. Pas aku lihat COSRX eye cream ini di store, kelihatannya klaimnya menarik dan akhirnya aku beli deh.
Eye cream ini ada kandungan snail, niacinamide dan peptide nya jadi memang tujuannya untuk mencerahkan area sekitar mata dan melembabkan. Di aku pribadi untuk mencerahkan belum terlalu kelihatan hasilnya, tapi dia memang melembabkan dan efek jangka panjangnya area sekitar mata aku jadi halus gitu. Konsistensinya gel cream dan setelah dipakai rasanya watery gitu, dia nggak terlalu cepat meresap tapi jadi lebih enak buat massage area sekitar mata. Bentuknya pump yang bisa dikontrol banget pas ngeluarin produknya jadi nggak akan kebanyakan. Harganya memang agak lebih mahal karena melihat banyak eye cream yang lebih terjangkau saat ini, tapi isinya juga lebih banyak dari yang lainnya. Sejauh ini sih suka suka aja sama produk ini tapi untuk repurchase masih belum tahu karena memang pasti lama banget ini produk habisnya :D"
Watermelon Lip Mask,Teddy Clubs,Lip Care,lip-mask,4.4,"bibir jadi halus dan keliatan healthy, kalo makan product nya ga bleber bleber dan wangi nya lumayan enak. Gel like texture jadi ringan banget di bibir"
Vaseline Lip Scrub,Vaseline,Lip Care,lip-scrub,4.6,Bagus banget lip scrub dari Vaseline ini. Kulit mati di bibir dan sekitar bibir lansung di gosok bersih dan warna bibir jadi lebih cerah dan sangat soft di kulit bibir. Awesome product dari Vaseline
Vaseline Lip Care Rosy Tinted,Vaseline,Lip Care,lip-balm,4.7,"Packaging lucu, kecil gitu jadi travel friendly. Wangi mirip bunga, agak manis juga. Aplikator kayak lip balm umumnya yang miring gitu. Warna pink tipis tipis, lumayan bikin lembap. Aku ga expect banyak buat efek mencerahkan bibir. Tapi teksturnya juga enak kok, ga terlalu berat di bibir walau tetep berasa agak berminyak."
Vanilla & Mandarin Lip Hydrate - 15 ml,Sensatia Botanicals,Lip Care,lip-balm,4.6,"lip balm ini teksturnya kaya balm tapi cair (?) idk how to describe the texture tapi ini bakal melt pas udah di olesin ke bibir, sejauh ini bagus bagus aja efeknya, cukup menghidrasi, apalagi dipakai sebelum tidur paginya sel kulit mati di bibir jadi gampang keangkat. untuk mencerahkan warna bibir si ga ada karena emang fungsinya untuk menghidrasi. definitely repurchase karena sangat melembabkan also affordable ?"
Unfortunate Series by Buttered,For Skins Sake,Lip Care,lip-balm,4.6,"in love with this lip balm! seriously!!!
bibir ku kering parah, dan emg harus rajin pake lip balm.. dan ini tuh buttery bangettt bukan oily ya..
wah parah suka bgt sih... totally worth every cent"
Sugar Lip Serum Intensive Care,Mineral Botanica,Lip Care,lip-balm,4.5,"pake ini kurang lebih 2 minggu belum ada perubahan yg signifikan sih, tapi bakal aku pake terus soalnya kalau pakenya malem paginya bibir lembab banget huhu? 
aku kurang suka sama rasanya, kek obat anak yg manis gitu wkwkwk"
Sheen. Tinted Lip Balm + UV Filter,Hale,Lip Care,lip-balm,4.5,"INI BAGUS BGTTTTT. bukan cuma melembabkan, tp warnanya beneran tinted dan lumayan tahan dibanding tinted lip balm yg udah aku punya dari brand high-end tapi overprice gituuu. ini jg cantik bgt shine nya di bibir, apalagi warna burgundy ini cocok bgt di aku. dia jg pas diapply gampang ga yg kering dan susah diratain gitu. dia jg menurut aku worth the price bgtt! fix pengen beli ini lgggg kalo dah abis"
Saemmul Honey Lip Essence,the saem,Lip Care,lip-balm,4.3,"Pertama kali pake pas malem hari dibawa tidur bikin bibir jadi lembab banget gitu, terus pas pagi pagi dibilas bibir langsung lebih cerah dan gak kusam!aromanya enak nenangin banget, wajib dicoba sih buat pemilik bibir kering kaya aku, karena ini super moisturize bibir banget!"
PURE NATURAL LIP OIL SOFTEN MOISTURIZED REPAIRED MULTI-USES WATERPROOF LIP CARE,Focallure,Lip Care,lip-balm,4.3,"beli ini karena iseng, lip oil nya bagus untuk melembabkan bibir, tp di bibir aku yg cenderung kering ini kurang efektif untuk melembabkan. kemasannya kecil bisa dibawa kemana mana"
Pouty Lips Sugar Lip Scrub,Sensatia Botanicals,Lip Care,lip-scrub,4.6,"Aku udah pake produk ini selama 2 bulan, bayangan, first impression, dan kesanku sampe sekarang adalah : sangat puas. Ketika nyari lip scrub dan nemu wah ada dari produk indo, langsung aku beli. Bener - bener sesuai bayangan aku bentuknya lipscrub itu kaya gimana. Teksturnya semikasar, tapi nggak keras. Waktu diambil dan diaplikasiin ke bibir, kaya meleleh gitu dan mudah banget dipakenya. Aku pakai produk ini 2 hari sekali, dan setelah pakai itu biasanya kulit matinya langsung keangkat, bibir jadi lembap, dan warna bibirku nggak kusam lagi. Note : jangan pake ketika bibirnya lagi kering banget, bisa berdarah soalnya hehe. 
Minus produk ini sih, cuma kadang aku kurang suka sama baunya. Request dong luncurin yang unscented, atau yang vanilla ajaa"
Nourishing Care Lip Sleeping Pack,Klavuu,Lip Care,lip-mask,4.6,"Dipake dari malam, paginya langsung lembab. Packingnya juga mewah. Worth it to try walaupun agak pricey. Teksturnya agak berat tapi lama-lama gag masalah kok"
Matte Balm,Revlon,Lip Care,lip-balm,4.2,wanginya kaya ada mint2 gitu. warnanya pigmented banget dan ga bikin bibir kering. ringan di bibir. warnanya cantik2. packaging simple kaya crayon dibawa kemana2 ga ribet. harganya affordable
Luv Luv Lip Scrub,Nacific,Lip Care,lip-scrub,4.5,"Udah ngincer banget dari sebelum launching (tergoda iklan ?). Suka banget deh sama packagingnya. Scrub ini unik, awalnya bentuk gel, terus diolesin ke bibir, tunggu 1 menitan dia berubah jd foam. tunggu sampe foam agak berkurang, baru deh kita gosok pelan di bibir.. abis itu tinggal kita lap pake tissue. semudah itu exfo bibir guys ?.. jangan sampe ketelen ya, pait ini huhu.. kemaren ketelen soalnya ?.. btw efek abis pake langsung lembut bibir, agak pink alami jg.. biasanya aku langsung pakein lip balm biar berasa lebih lembab. aku bari 2x pake sih, tapi sukaaa... recommended!"
Lip Serum,Elsheskin,Lip Care,lip-balm,4.4,"lip serum pertama. lumayan bagus sih untuk melembabkan, tapi tetap harus pake lip balm lagi. untuk klain mencerahkannya sejauh ini belum ada. dia juga lumayan pricey. jadi masih mau coba yg lain"
Lip Scrub Peach,LIPLAPIN,Lip Care,lip-scrub,4.3,"Wanginya vaiatif terus warnanya juga lucu warna warni gitu kayak rainbow, mesksipun partikel nya agak besar tapi tapi oke kok efektif buat angkat kulit mati"
Lip Scrub Marshmallow,LIPLAPIN,Lip Care,lip-scrub,4.4,"Aku pake udah 3 bulanan. Suka banget sama wanginya pengen dimakan. yg marshmallow ini wanginya kaya coconut manis gitu. setelah bbrp kali pake, bagian bibir aku yg gelap skrg udah agak lumayan pudar warna gelapnya lebih cerah sedikit. setelah pake ini lembut bgt bibirnya dan bikin enak kalo pake lipstik yg matte, karna hampir tiap hari pake yg matte. Aku seminggu maksimal 2kali scrub bibir."
Lip Scrub Green Tea,LIPLAPIN,Lip Care,lip-scrub,4.3,"Suka bangeeet sama semua produk liplapin. Bener bener ngangkat sel kulit mati di bibir, ngelembapin, dan efeknya bikin bibir kemerahan gitu.. suka pokoknya, luv.."
Lip Scrub Cotton Candy,LIPLAPIN,Lip Care,lip-scrub,4.3,bener-bener deh ini lipscrub pasti end up aku makanin karena emang rasanya enak banget!!!!! suka sama wangi dan teksturnya dan beneran bisa angkat kulit mati di bibir.
Lip Mask Orange Squash,Emina,Lip Care,lip-mask,5,"Seriously! Ini lip mask emina barian terbaik menurutkuuu dan aku udah beli 2 kali hehehe. Kenapa kusuka dan jatuh dinta, karna selain memang terjain efek kelembabannya, tapi jugaa karna dia berwarna orange jadi ngasih warna freesssh gitu ke bibir. Bahkan aku bisa pede² aja sih pake lip mask ini doang tanpa produk bibir lain. InsyaaAllaah kamin kubeli lagi deeeh. Lebih melembabkan dibandingkan or*fl*m*e tender care. Tipsnya, pakai tebal² dimalam hari, sewaktu bangun langsungbersihkan dan gosok perlahan dgn jari telunjuuk/kapas agar kulit mati yg bikin bibir kering dan hitam itu rontok. Dijamin bibir langsung plumpy ?"
Lip Balm Wellkiss,Utama Spice,Lip Care,lip-balm,4.2,Lip balm ini kecil bentuk stick. Wanginya mirip jamu atau rempah-rempah tapi masih soft. Buat saya sih nggak masalah karena wanginya beberapa detik akan hilang setelah diaplikasikan
Lip Balm Tangerine,Utama Spice,Lip Care,lip-balm,4.2,"Kualitasnya sebenarnya bagus dan harganya terjangkau. Aku suka packaging nya simple, putih, kecil. Wangi nya juga khas utama spice rempah- rempah. Sayang Balm nya gampang meleleh setelah beberapa hari."
Lip Balm Set,Utama Spice,Lip Care,lip-balm,4.2,"Asli ini enak banget, wanginya, lembabnya, plus harganya super terjangkau. Aku punya lengkap, paling suka yang aroma tangerine. Kalau di set ini aku suka yang pappermint. Bikin bibir lembab dan nggak pecah-pecah, tapi nggak bagus kalau setelahnya ditimpa lipstik yah, jadi aneh nanti. Better pakai malam hari atau kalau lagi nggak pakai lipstik."
Lip Balm Peppermint,Utama Spice,Lip Care,lip-balm,4.2,"Bibir aku tuh kering jadi harus selalu diolesin lip balm. Sebelum beli ini aku punya lipbalm dari sebamed, karena harganya agak mahal yaa buat ku jadi mau nyoba yang lebih murah deh kali ini. Nemu si utama spice ini, review orang sih bermacam2 ya ada yang suka ada yang engga. Kalo menurut aku sendiri varian yang peppermint ini kaya balsem baunya dan di bibirnya hehe :( apa karena ini bahan bahan alami yaa. Tapi sama kok hasilnya sama kaya sebamed lipbalm ku. Jadi? Mending beli yang terjangkau aja kan :) tapi ini lembekkk :( mungkin lain kali mau nyoba varian lain"
Lip Balm Lemon Pie,Utama Spice,Lip Care,lip-balm,4.2,"Wangi lemon pie nya ini lohh, juara.. fresh banget.. lip balm yang ada scrubnya, jadi bisa sekalian untuk scrubing lip juga.. melembabkan bibir, cocok banget buat aku yang lagi kering bibirnya.. love it"
Lip Balm Cocoa,Utama Spice,Lip Care,lip-balm,4,"Karena ngerasa cocok sm varian chocomint mau coba cocoa, hasilnya sama aja bikin lembab juga, tapi baunya menurut aku kayak bau minyak kelapa dengan bau rempah. Dan ini lebih gampang meluber, jadi mesti dimasukkin ke dalam kulkas."
Lip Balm Choco Mint,Utama Spice,Lip Care,lip-balm,3.4,"Aku suka sama lipbalm ini, bikin bibir jadi lembab dan bibirku gak kering lagi terus ada sensasi dinginnya, harganya juga terjangkau. Tapi wanginya kayak balsem ga ada wangi choco sm sekali, kalau udah diputar ga bisa turun lagi mesti pakai tangan dan teksturnya agak kasar."
Lemonhead Lip Smack,Sensatia Botanicals,Lip Care,lip-balm,4.7,"Yang lagi cari lip treatment yang ok bisa banget nih coba dari Sensatia ini, aku udah pake lumayan lama dan rutin hasilnya bagus, yang aku rasain sih warna bibirku jadi lebih cerah dan well moisturized. ? Lip balm ini wanginya lemon campur sereh tapi gak bikin pusing (awal-awalnya aja aku kaget krn nyengat. ?) teksturnya ringan dan melt gitu pas diapply, terus lembabnya juga lumayan lama jadi gak langsung ilang gitu aja. Enak deh aku pake ini tiap hari dan kalau pake lip matte jadi gak kering dan ngebantu bibir aku ga pecah-pecah lagi. Harganya jg gak mahal. ??"
I'M MEME I'm Bare Lips Treatment 001 Original,IMMEME,Lip Care,lip-mask,3.5,"bagus banget harganya juga murah di kantong, cepet untuk yang bibirnya lagi kering hehe luv sama sociolla selalu kerja sama dengan brand brand yang murahhhhhhhhhhhhhhhhhhhhhhh"
I'm Bare Lips Color Balm,IMMEME,Lip Care,lip-balm,4.4,"Salah beli shade, but okeiii gapapaaa. Tetep suka krn enak dibibir dan ngelembapin parahhhhhh. Boleh dicoba, cuma menurut aku agak sedikit pricey untuk lip balm"
Good Cera Super Ceramide Lip Oil Stick,Holika Holika,Lip Care,lip-balm,4.5,"I've been using it for a while. udah habis 2 stick, texturenya enak, pas pertama kali dipakai saat bibir kering rasanya kayak oily, tapi setelah beberapa menit lumer, dan bibir langsung terasa lembab. Ampuh untuk bibirku yang kering dan pecah-pecah, tidak ada wanginya."
Glow Tint Lip Balm,Innisfree,Lip Care,lip-balm,4.5,"Kalau untuk melembabkan bibir gausah diragukan lagi kehebatannya. Ada sedikit hunt warna oranye merah gitu. Wanginya juga segar, untuk ketahuannya memang kurang ya. Tapi untuk melembabkan bibir juara banget."
Eternalips,Erha,Lip Care,lip-balm,4.5,"Ini andalan aku buat atasin bibir kering/pecah-pecah, bentuknya kecil mungil tapi awetnya bukan main walaupun tiap hari selalu di pake. Aku beli lumayan udah lama harganyaRp.101.000. Worth it kok dengan hasilnya. Biasanya aku pake pas awal mau make up jadi nanti pas mau pake lipstik si vitamin ini udah meresap, dan sebelum tidur juga."
Colorgel Lipbalm,Shiseido,Lip Care,lip-balm,4.6,"aku punya yang shade 110 Juniper, beli ini karena lagi cari lip balm buat prep bibir sebelum pake lipstick matte aja sih. dia ini teksturnya ringan gitu, warnanya ga se-intense lipstick juga (jadi kayak lip balm transparant tapi ada hint warna tipis kayak lip tint). kalo untuk dipake sekedar buat prep bibir sebelum pake lipstick ataupun suka pake lipbalm sih menurutku ini oke banget. tapi kalo lagi cari lipbalm karena bibir lagi kering banget, aku kurang saranin."
COLLAGEN CRYSTAL MOISTURIZING LIP MASK,Focallure,Lip Care,lip-mask,4.5,Produk yang OK untuk bibir kering karena kelamaan di ruang AC. Warnanya cakep. Pink cerah gitu. Bibir terasa labih halus setelah pemakaian. Harganya juga masih masuk kantong. Bakal sering pakai Focallure lip mask nih.
Cocoa & Honey Lip Bliss,Sensatia Botanicals,Lip Care,lip-balm,4.5,"Ini bagus sih. Ga ninggalin rasa ga enak di mulut kayak lipbalm biasanya. Aplicatornya juga enak. I would definitely repurchase. My only complaint is kadang for some reason tekstur punya aku jadi cair gt padahal di ruangan dingin, but I don’t mind it krn masih bisa kepake juga."
